Supplementary Table 3: Total identified proteins and their respective NASF before filtration steps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main.Acessions,Sample.1,Sample.2,Sample.3,Sample.4,Sample.5,Sample.6,Sample.7,Sample.8,Sample.9,Sample.10,Sample.11,Sample.12,Sample.13,Sample.14,Sample.15,Sample.16,Sample.17,Sample.18,Sample.19,Sample.20,Sample.21,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9
Groups,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control 
A0A5C2G9L7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019601677,NA,NA,NA,NA,NA,NA
A0A5C2G9L9,NA,0.00462963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9M2,NA,NA,NA,NA,NA,NA,NA,NA,0.010257356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9M5,NA,0.010205768,NA,NA,NA,NA,NA,NA,0.024128457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021768446,NA,0.022422256,NA,NA,NA
A0A5C2G9M9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9N0,NA,NA,NA,NA,NA,NA,NA,0.025121753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9N3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009930288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9N6,NA,NA,NA,0.00318817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9N7,NA,NA,NA,NA,0.014285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9N9,NA,NA,NA,NA,NA,NA,NA,0.013020833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007291667,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9P2,NA,NA,NA,NA,NA,NA,0.005813953,NA,NA,NA,NA,NA,0.032945736,0.011627907,0.011627907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011627907,0.020155039,NA
A0A5C2G9P5,NA,0.017094017,NA,NA,NA,NA,NA,NA,0.008547009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9P8,0.010130196,NA,NA,0.028818783,NA,NA,NA,NA,0.000532307,0.010004975,0.010357143,0.010176546,0.009918736,NA,NA,NA,NA,NA,NA,NA,NA,0.01045649,0.010978111,NA,NA,0.018867925,0.012323892,NA,NA,0.011025793
A0A5C2G9Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008
A0A5C2G9Q2,NA,0.009515969,NA,NA,NA,0.00941255,NA,NA,NA,NA,NA,NA,NA,NA,0.009345794,0.010013351,NA,NA,NA,NA,NA,0.009855103,NA,NA,NA,0.009755121,NA,NA,NA,NA
A0A5C2G9Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016812554,0.013296228,NA,NA,NA,NA,NA,NA,NA,0.019212533,NA,0.007884972,NA,NA,0.012987013,NA,NA,NA,NA,NA
A0A5C2G9Q7,NA,NA,NA,NA,NA,NA,NA,NA,0.01949134,NA,0.014777871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9R0,0.02892562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9R2,0.030534351,0.015267176,0.038167939,0.019083969,0.022900763,NA,0.045801527,0.034351145,0.038167939,0.034351145,0.034351145,0.026717557,0.034351145,0.026717557,0.041984733,0.011450382,0.030534351,0.015267176,0.015267176,0.022900763,0.022900763,0.007633588,0.015267176,0.007633588,0.019083969,0.010496183,0.019083969,0.015267176,0.017175573,0.007633588
A0A5C2G9R4,NA,0.03181985,0.031174089,0.031513828,0.063210606,NA,0.046153846,0.017307692,NA,0.032692308,NA,0.063461538,0.037184222,NA,0.048582996,NA,NA,NA,NA,0.031479722,0.030769231,NA,NA,0.017094017,0.018681319,NA,NA,NA,NA,NA
A0A5C2G9R8,NA,0.00625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9R9,NA,NA,NA,NA,NA,NA,NA,NA,0.010769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9T0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00843254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9T2,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015303707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9U0,NA,0.004,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9U3,NA,NA,NA,NA,NA,NA,0.005769231,NA,NA,NA,0.007692308,NA,NA,NA,NA,NA,NA,NA,0.003846154,0.015384615,0.007692308,NA,NA,NA,NA,NA,NA,NA,NA,0.003846154
A0A5C2G9U4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04398827,NA,NA,NA,NA,NA
A0A5C2G9U6,NA,NA,NA,NA,NA,NA,0.016666667,NA,NA,NA,NA,0.008333333,NA,0.004166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9U7,NA,NA,0.005464481,NA,NA,NA,NA,NA,0.016393443,NA,NA,NA,NA,NA,NA,NA,0.008196721,NA,0.008196721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9V2,0.012048193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9W0,NA,NA,NA,NA,NA,NA,NA,NA,0.005698006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9W1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022811181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9W3,NA,0.016393443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9W8,NA,NA,NA,NA,NA,NA,NA,NA,0.008941878,NA,0.017096019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00963272,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9X3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013932584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9Y8,NA,0.016260163,0.032520325,NA,NA,NA,NA,0.022357724,NA,NA,0.008130081,0.010162602,0.006775068,NA,NA,0.004065041,NA,0.008130081,0.004065041,NA,NA,NA,0.014905149,0.020325203,NA,0.016260163,0.016260163,0.008130081,0.008130081,NA
A0A5C2G9Y9,NA,NA,NA,NA,NA,NA,NA,0.031972806,0.031736847,0.01672699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016528372,NA,0.022910736,NA,NA,NA,NA,NA,NA,NA
A0A5C2G9Z0,NA,NA,NA,NA,NA,0.038942407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012017906
A0A5C2G9Z5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011267804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011806272,NA
A0A5C2GA00,0.007533482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA01,NA,NA,NA,0.023255814,0.015503876,NA,NA,NA,NA,NA,0.023459812,NA,0.000250063,NA,0.008002001,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.008473048,NA,0.007751938,NA,NA
A0A5C2GA02,0.005494505,0.021978022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043402778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA08,NA,0.027582647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA09,NA,0.008765772,0.016752402,NA,0.008664356,NA,NA,NA,NA,NA,NA,0.017003234,0.004393214,NA,NA,NA,NA,0.008570554,0.008264463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA13,NA,NA,0.006097561,NA,NA,NA,0.013066202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012195122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA14,0.023076923,NA,0.002884615,NA,NA,NA,NA,0.007692308,NA,NA,0.007692308,0.007692308,NA,NA,NA,NA,NA,0.007692308,NA,NA,0.001923077,NA,0.007692308,NA,0.007692308,NA,NA,NA,0.014102564,NA
A0A5C2GA38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017756255,NA,NA,0.018116875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016093474,NA,NA,NA,0.020166791,NA,NA,NA,NA,NA
A0A5C2GA41,NA,NA,NA,0.015126778,NA,NA,NA,0.020882937,0.026785714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA45,NA,0.020008036,NA,0.010117107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008403361,NA,0.008403361,0.008403361,NA,NA,NA,NA,0.008403361,NA
A0A5C2GA59,NA,NA,0.016806723,0.004201681,NA,NA,0.025210084,0.021008403,0.004201681,0.016806723,0.008403361,NA,0.008403361,0.008403361,0.016806723,NA,NA,NA,NA,0.008403361,0.008403361,0.008403361,0.008403361,NA,NA,0.012605042,0.008403361,0.008403361,NA,NA
A0A5C2GA61,NA,NA,NA,NA,NA,0.015576324,NA,0.021028037,NA,NA,NA,NA,NA,NA,0.007009346,NA,NA,NA,0.028037383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008064516,NA,NA,NA,NA
A0A5C2GA64,0.014550265,0.018557423,0.010582011,0.01984127,0.01497114,0.009569422,0.007936508,0.025974026,0.022907648,0.012755102,0.018253968,0.003968254,0.016997354,0.011904762,NA,0.007936508,0.032879819,0.011904762,0.007086168,0.007352941,0.017857143,NA,0.007936508,0.007936508,0.009920635,0.004960317,0.00952381,0.003968254,0.021428571,0.013888889
A0A5C2GA71,NA,NA,NA,0.023257919,NA,NA,NA,0.015746606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023543124,NA,NA,NA,NA,NA
A0A5C2GA72,NA,NA,NA,NA,NA,NA,0.011363636,NA,NA,NA,NA,NA,NA,NA,0.004464286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA73,NA,NA,NA,NA,NA,NA,NA,NA,0.009659553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011627907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA79,NA,NA,NA,NA,NA,NA,NA,0.019945831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA84,NA,0.016,NA,NA,NA,NA,0.008,NA,NA,0.009,NA,0.002666667,NA,NA,NA,NA,0.024,NA,NA,NA,0.004,NA,0.004,NA,NA,NA,NA,NA,0.008,NA
A0A5C2GA87,0.024793388,NA,0.012396694,NA,0.016528926,NA,0.016528926,NA,NA,NA,0.024793388,0.016528926,0.012396694,NA,0.016528926,NA,0.012396694,NA,NA,0.024793388,0.008264463,NA,NA,NA,NA,0.008264463,NA,NA,NA,NA
A0A5C2GA89,0.022588869,0.01438436,NA,NA,NA,NA,0.009042535,NA,0.018011364,NA,0.014536828,NA,0.021872891,NA,0.038522666,NA,NA,NA,0.022793561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA92,0.03422619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA93,NA,0.016389178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01638641,NA,NA,NA,NA,0.004327301,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01674938,0.008844953,NA
A0A5C2GA94,NA,NA,NA,NA,NA,0.01369863,NA,NA,NA,0.047945205,NA,NA,NA,NA,0.006849315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013103112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GA98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029413919,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020025469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAA5,NA,NA,NA,NA,NA,0.015151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017503987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAA6,NA,0.023255814,NA,NA,NA,0.015503876,NA,NA,NA,0.031007752,NA,NA,0.007751938,0.015503876,0.011998749,NA,0.015503876,0.023498062,0.015503876,0.019640727,0.015503876,0.009161381,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAA7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010028041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024570912,NA,NA,NA,NA,NA,NA,NA,0.010840108,NA,NA,NA,NA,NA,NA,0.010840108,NA
A0A5C2GAA9,0.00715103,NA,NA,0.039685908,NA,0.026706618,NA,0.039731682,0.039734237,0.029810855,0.010722664,NA,NA,NA,0.026425439,0.013539283,NA,NA,0.013596491,NA,0.007177033,NA,NA,NA,0.026856525,NA,NA,NA,NA,0.013157895
A0A5C2GAB2,NA,NA,NA,0.037942715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAB5,NA,0.0056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAB7,0.008547009,NA,0.004273504,NA,NA,NA,0.025641026,0.008547009,0.008547009,0.008547009,0.008547009,0.017094017,0.017094017,NA,0.008547009,NA,NA,0.008547009,0.008547009,0.008547009,0.008547009,0.008547009,NA,NA,0.008547009,0.021367521,NA,NA,0.008547009,NA
A0A5C2GAC0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAC3,NA,NA,0.024703557,NA,NA,NA,NA,NA,0.023484848,0.011363636,NA,NA,NA,0.011363636,NA,NA,NA,NA,NA,0.011880165,NA,NA,0.011363636,NA,NA,0.011363636,NA,0.013257576,NA,NA
A0A5C2GAC5,NA,NA,NA,NA,NA,NA,NA,NA,0.013333333,NA,NA,NA,0.006666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAC9,0.016667226,NA,NA,NA,0.017534302,NA,NA,NA,NA,NA,NA,NA,0.032245624,NA,NA,NA,NA,0.023444742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA
A0A5C2GAD2,NA,NA,NA,NA,NA,NA,0.01171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAD3,NA,NA,NA,NA,0.01184082,NA,NA,0.014610134,0.007911392,NA,NA,NA,0.01171875,NA,0.019945139,NA,NA,NA,0.00390625,NA,0.01171875,0.009092809,0.00920981,NA,NA,NA,NA,0.015625,NA,NA
A0A5C2GAD9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055555556
A0A5C2GAE1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01161538,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAE5,NA,NA,0.015625,NA,0.015625,NA,NA,NA,0.015625,0.015625,NA,NA,NA,NA,NA,NA,NA,NA,0.0234375,0.0234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAF0,NA,NA,NA,NA,0.032163743,NA,NA,NA,NA,NA,0.042174515,NA,NA,NA,NA,NA,NA,0.013157895,NA,NA,NA,NA,0.029435107,NA,0.027568922,NA,NA,NA,NA,0.015798737
A0A5C2GAF3,NA,NA,NA,NA,NA,NA,0.021126761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007042254,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAG0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032275021,NA,NA,NA,NA,0.032205378,NA,NA,0.048071438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAG7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02610013,NA,NA,NA,NA,NA,NA
A0A5C2GAG8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004032258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAH0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAH7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027310383
A0A5C2GAH8,0.015722569,NA,NA,0.010363196,NA,0.016598511,0.017655367,NA,NA,0.008356874,NA,NA,NA,NA,NA,NA,NA,0.012277271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAI5,NA,NA,0.02860956,0.028851354,NA,NA,NA,0.00450224,NA,0.029786454,NA,NA,0.052953117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01396815,NA,NA,NA
A0A5C2GAJ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054054054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01875,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009722222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAK5,0.01670446,0.014953873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015337593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAK8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011054464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAL0,0.011111111,0.010786442,0.012682585,NA,NA,NA,0.008815361,NA,0.027321406,0.010575923,0.011135141,NA,0.010155748,0.01023788,0.008732759,0.011550664,NA,NA,0.010820304,0.010055135,0.019163763,NA,0.009711562,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAL6,NA,0.008403361,NA,NA,NA,NA,NA,0.008403361,NA,NA,NA,NA,NA,NA,NA,0.008403361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAM4,NA,0.020153757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAM8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019504287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAM9,NA,NA,NA,NA,0.173076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAN2,0.02149519,NA,NA,NA,NA,NA,NA,NA,0.004895249,0.010982111,NA,NA,0.011295974,NA,NA,NA,NA,NA,NA,0.011011903,NA,NA,NA,NA,NA,0.011535238,NA,NA,NA,0.016874351
A0A5C2GAN5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001574803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAN8,NA,0.046781499,0.016361591,NA,NA,0.02246059,NA,0.01408805,NA,NA,0.013333333,0.027865961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014402402,NA,NA,NA,NA,NA
A0A5C2GAP7,NA,NA,NA,NA,NA,NA,NA,NA,0.018669075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAQ7,NA,NA,NA,NA,NA,NA,NA,0.013899634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAR1,NA,NA,NA,NA,NA,NA,NA,NA,0.012102564,NA,0.004095238,NA,NA,NA,0.024085106,0.024,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015567766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAR6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012820513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAR7,NA,0.015748031,0.003937008,NA,0.003937008,NA,0.007874016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.023622047,0.007874016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAS0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAS1,NA,NA,NA,NA,NA,NA,0.012307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026606819,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAS2,NA,NA,0.00905379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAS8,NA,0.012265512,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018518519,NA,NA,0.009379509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
