Supplementary Table 3: Total identified proteins and their respective NASF before filtration steps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main.Acessions,Sample.1,Sample.2,Sample.3,Sample.4,Sample.5,Sample.6,Sample.7,Sample.8,Sample.9,Sample.10,Sample.11,Sample.12,Sample.13,Sample.14,Sample.15,Sample.16,Sample.17,Sample.18,Sample.19,Sample.20,Sample.21,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9
Groups,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Cancerous,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control 
A0A5C2GAT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029795038,NA,0.029145922,NA,NA,NA,NA,0.015124776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAT7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAT8,NA,NA,NA,NA,NA,0.00972216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAU0,NA,NA,0.008928571,NA,NA,NA,NA,NA,0.008928571,NA,NA,0.026785714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008928571,NA,NA,NA,NA
A0A5C2GAU4,NA,NA,NA,NA,NA,NA,NA,NA,0.003846154,NA,NA,NA,NA,NA,0.015888186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007692308,NA,NA,NA
A0A5C2GAU5,NA,0.004166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008333333,NA,NA,0.008333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAU8,NA,NA,NA,NA,NA,0.025475211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040123457,0.024691358,0.041666667,0.025196773,0.026059857,NA,NA,NA,0.029535322
A0A5C2GAV2,NA,NA,NA,NA,NA,NA,0.012357033,NA,0.013469418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAV6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008196721,NA,NA,NA,NA,NA
A0A5C2GAV9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048514027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAW1,NA,NA,0.037217927,NA,NA,NA,0.027039831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAW3,NA,NA,NA,0.009524146,NA,NA,NA,NA,NA,NA,NA,0.008264463,NA,0.004132231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004132231,NA,NA,NA,NA
A0A5C2GAX1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061538462,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAX2,NA,NA,0.010989011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAX5,NA,NA,NA,NA,NA,NA,0.01953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010416667,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAX6,NA,NA,0.027197521,NA,0.028844234,NA,NA,NA,0.014281618,NA,NA,0.014543362,NA,0.015363037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAX9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022046434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025304787,NA,NA
A0A5C2GAY0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017857143,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAY9,NA,NA,NA,NA,NA,NA,NA,0.010869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004347826,NA,NA,NA,NA,NA,NA,NA
A0A5C2GAZ8,0.008130081,NA,NA,NA,NA,NA,0.008130081,0.008130081,NA,NA,NA,NA,NA,0.008130081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB01,NA,0.005455408,NA,NA,NA,NA,NA,NA,NA,0.009792627,NA,NA,NA,NA,NA,NA,NA,NA,0.009408602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB04,NA,NA,0.062275253,NA,NA,NA,NA,0.01612003,0.035069307,0.015966849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB06,NA,0.007936508,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027777778,0.001984127,0.002645503,NA,NA,0.015873016,0.001984127,NA,NA,0.007936508,NA,NA,NA,NA,NA,0.007936508,NA,NA,NA
A0A5C2GB08,NA,NA,NA,NA,NA,NA,NA,0.021020481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010989011,NA,0.010989011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB15,0.00232288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB20,NA,NA,NA,NA,NA,0.040498442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010103323,NA,NA,NA,NA,NA,NA,NA,0.009345794,NA
A0A5C2GB21,NA,0.035714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB27,NA,NA,0.05378126,0.031700784,0.002287822,NA,0.024608725,0.017328024,NA,NA,0.023971577,0.035578914,NA,0.022,0.036430877,NA,NA,0.012645688,0.017055283,0.050798498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB30,NA,NA,NA,NA,NA,NA,NA,NA,0.013850416,0.003743194,NA,NA,NA,0.013157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008333333,NA,NA,NA,NA,NA,0.013510802,NA,NA,NA,NA,NA
A0A5C2GB35,NA,NA,0.00953249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB38,0.005883963,NA,0.010427221,0.009722222,0.007936508,NA,NA,NA,0.01037851,0.011353616,0.025844526,0.017153098,0.009256019,NA,0.008490218,0.006878307,NA,NA,0.010822511,0.00110742,NA,NA,0.009920635,0.014285714,NA,NA,NA,NA,NA,0.01468254
A0A5C2GB42,0.008,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB45,NA,NA,NA,NA,NA,0.026785714,NA,NA,NA,0.014880952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018903549,NA,NA,NA,NA
A0A5C2GB50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021143671
A0A5C2GB61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046796678,NA,NA,NA,NA
A0A5C2GB66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB67,0.041558442,NA,NA,0.012987013,NA,NA,NA,NA,0.042207792,NA,NA,0.01511862,NA,NA,NA,NA,NA,0.025974026,0.025974026,0.025974026,NA,0.006493506,NA,NA,NA,NA,NA,NA,0.038961039,NA
A0A5C2GB68,0.007936508,0.007936508,0.014550265,NA,NA,NA,0.011904762,0.018121693,NA,0.011904762,NA,0.003968254,NA,NA,NA,NA,NA,NA,NA,NA,0.007936508,NA,NA,0.007936508,NA,NA,NA,NA,0.015873016,NA
A0A5C2GB71,NA,NA,NA,NA,NA,NA,NA,0.000713986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020833333,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB75,NA,NA,NA,NA,NA,NA,NA,NA,0.012658228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025316456,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB77,NA,NA,0.032847719,0.042990654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008547009,NA,0.004273504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011452991,NA,NA,NA,NA,NA
A0A5C2GB94,NA,0.018424242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB95,0.017664633,NA,0.017612749,NA,NA,NA,NA,0.016640212,NA,NA,0.017252289,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017989418,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GB96,NA,NA,NA,NA,NA,NA,0.017049281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008752571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBB0,NA,NA,NA,NA,NA,NA,NA,0.010651535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037037037,NA,NA,NA
A0A5C2GBB1,NA,NA,NA,NA,NA,0.046794872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBB3,NA,NA,NA,NA,NA,NA,NA,0.046049021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBB4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBC3,NA,NA,NA,0.034423676,NA,NA,NA,NA,NA,NA,0.009345794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBD4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024164948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBD9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014084507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBE1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020376022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBE4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009651567,NA,NA,NA,NA,NA,NA,NA,NA,0.014513092,NA
A0A5C2GBE7,NA,NA,NA,NA,NA,0.022727273,NA,NA,NA,NA,NA,0.022727273,NA,NA,0.015151515,NA,NA,0.015151515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBG4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066666667,NA,NA,NA,NA,NA,NA,0.006666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBH4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008403361,0.008403361,0.008403361,0.009803922,NA,0.008403361,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBH7,NA,NA,NA,0.019716219,NA,NA,0.019812448,0.019892303,0.018231667,NA,0.017022393,NA,NA,NA,0.018019601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBI1,NA,0.046153846,NA,0.046778435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03881932,NA,NA,NA,NA,NA,NA,NA,NA,0.015384615,NA
A0A5C2GBI5,NA,NA,NA,NA,NA,0.020132554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBJ1,NA,NA,NA,NA,NA,NA,NA,NA,0.011161424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBK4,NA,0.04040404,0.02020202,NA,0.015151515,NA,NA,NA,0.01010101,NA,NA,NA,0.02020202,0.01010101,NA,NA,0.01010101,NA,0.01010101,0.045510046,0.005050505,NA,NA,NA,0.01010101,NA,NA,NA,NA,NA
A0A5C2GBK5,NA,NA,NA,NA,0.008130081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008130081,0.008130081,NA,NA,0.008130081,NA,NA,NA,0.008130081,0.008130081,NA,0.008130081,NA
A0A5C2GBK6,NA,NA,NA,NA,NA,NA,NA,0.030487805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBK8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBK9,NA,NA,0.024463119,NA,NA,NA,0.020108043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBL2,NA,NA,NA,NA,NA,NA,NA,NA,0.010956627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBL4,NA,0.023809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031746032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008663102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBM0,NA,NA,NA,NA,NA,NA,NA,0.037539714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBM4,NA,NA,0.016853933,NA,NA,NA,0.011235955,NA,NA,NA,NA,NA,NA,0.011235955,0.039325843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056179775
A0A5C2GBN0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020547945
A0A5C2GBN2,NA,NA,NA,NA,NA,NA,NA,0.006198347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBN5,NA,NA,0.047106872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBN9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025210084,NA
A0A5C2GBP2,NA,NA,NA,0.004672897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBP5,NA,NA,0.0546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032563501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBP7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025974026,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBQ2,NA,NA,NA,NA,NA,0.017864034,NA,0.033474969,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052948718,NA,NA,NA,NA,NA,NA,0.01819398,NA,NA,NA,NA,NA
A0A5C2GBQ3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBR2,NA,NA,NA,NA,NA,NA,NA,NA,0.009090909,0.009090909,NA,0.013636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009090909,NA,NA,NA,NA,NA
A0A5C2GBR6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBT5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00752278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBT6,0.025185185,NA,NA,0.039611529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBT9,0.037280702,0.023433584,NA,0.036184211,0.033270677,NA,NA,0.022980839,0.020481629,0.023141186,0.013522232,NA,NA,NA,NA,0.031475748,NA,NA,NA,NA,NA,0.021052632,NA,NA,0.024451754,NA,NA,NA,NA,NA
A0A5C2GBU1,NA,NA,NA,NA,NA,NA,NA,0.038961039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBU2,NA,0.016524024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBV1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBV3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046153846,NA,NA,NA
A0A5C2GBV5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072222222,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBW2,0.015066964,0.025297619,NA,0.019345238,NA,0.020292208,0.010714286,0.005102041,NA,0.019917582,0.009598214,0.009953905,NA,0.015178571,0.010204082,0.013392857,NA,NA,0.011979167,0.00859375,0.020089286,NA,0.010714286,NA,0.009821429,NA,NA,NA,NA,0.010714286
A0A5C2GBW8,NA,NA,NA,0.022156085,NA,NA,NA,NA,NA,NA,0.032407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBX0,NA,NA,NA,NA,NA,NA,NA,0.031405896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBX2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012987013,0.019635127,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBX6,NA,0.015796703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011979167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008928571
A0A5C2GBX8,0.011495559,NA,NA,NA,NA,NA,NA,0.018524658,0.008748906,NA,0.010179675,0.01763894,0.026366619,NA,NA,NA,NA,NA,NA,0.010000374,0.013690653,NA,0.022610126,NA,NA,0.013940372,NA,NA,NA,NA
A0A5C2GBY6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018990649,NA,NA,NA,NA
A0A5C2GBY9,0.012987013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00974026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
A0A5C2GBZ2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027059244,NA,NA,NA,0.011629245,NA
A0A5C2GBZ9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03006993,NA,0.040384615,NA,NA,NA
A0A5C2GC05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016949153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC07,NA,NA,0.009664427,0.014484783,NA,NA,0.006450527,NA,0.012972201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021028037,NA,NA,0.012954099,0.019076593,NA,NA,NA,NA
A0A5C2GC08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068181818,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015384615,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC20,NA,0.010245902,NA,NA,NA,0.004098361,NA,NA,NA,NA,0.001639344,NA,0.012295082,0.008196721,NA,NA,NA,0.001639344,NA,NA,NA,NA,NA,NA,NA,NA,0.004098361,NA,0.004098361,NA
A0A5C2GC22,NA,NA,NA,NA,NA,NA,NA,0.020898995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026303648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC23,NA,NA,NA,NA,0.046728972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC28,NA,NA,NA,NA,NA,NA,NA,0.011494253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC30,0.010022601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC31,NA,NA,NA,NA,NA,NA,NA,NA,0.013157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC37,NA,0.009633363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029140359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019480519,NA,0.012987013,0.034632035,NA,NA,0.012987013,NA,NA,NA,NA,NA,NA,NA,0.012987013,NA,NA,0.012987013,NA
A0A5C2GC45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048780488,0.048780488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC48,NA,NA,NA,NA,NA,NA,NA,0.01827877,NA,NA,NA,NA,NA,NA,NA,0.017857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0A5C2GC49,NA,NA,NA,NA,0.018348624,NA,NA,NA,0.012308237,NA,NA,NA,0.021406728,NA,NA,NA,NA,NA,NA,0.014678899,0.035168196,0.021539689,NA,NA,NA,NA,0.035168196,NA,NA,NA
A0A5C2GC50,NA,NA,0.032424622,NA,NA,NA,NA,0.048073776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037269234,NA,NA,NA,NA,NA
A0A5C2GC56,NA,NA,NA,NA,NA,NA,NA,NA,0.015384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
